INSERT INTO `dictionary` VALUES (117219, 'محامت', 'muhammet', '2023-10-03 21:17:58', '2023-10-03 21:17:58');
INSERT INTO `dictionary` VALUES (151142, 'اضغاث', 'Ezğâs', '2023-10-04 17:04:02', '2023-10-04 17:04:02');
INSERT INTO `dictionary` VALUES (151143, 'اضل', 'Ezall', '2023-10-04 17:04:03', '2023-10-04 17:04:03');
INSERT INTO `dictionary` VALUES (151144, 'اضلاع', 'Ezlaa', '2023-10-04 17:04:03', '2023-10-04 17:04:03');
INSERT INTO `dictionary` VALUES (151145, 'اضواء', 'Ezva\'', '2023-10-04 17:04:03', '2023-10-04 17:04:03');
INSERT INTO `dictionary` VALUES (151146, 'اضیاف', 'Ezyâf', '2023-10-04 17:04:03', '2023-10-04 17:04:03');
INSERT INTO `dictionary` VALUES (151147, 'اضیق', 'ezyag', '2023-10-04 17:04:04', '2023-10-04 17:04:04');
INSERT INTO `dictionary` VALUES (151148, 'اطائم', 'Edaim', '2023-10-04 17:04:04', '2023-10-04 17:04:04');
INSERT INTO `dictionary` VALUES (151149, 'اطاط', 'Eddad', '2023-10-04 17:04:04', '2023-10-04 17:04:04');
INSERT INTO `dictionary` VALUES (151150, 'اطایب', 'Edayib', '2023-10-04 17:04:05', '2023-10-04 17:04:05');
INSERT INTO `dictionary` VALUES (151151, 'اطباء', 'Edibba\'', '2023-10-04 17:04:05', '2023-10-04 17:04:05');
INSERT INTO `dictionary` VALUES (151152, 'اطباق', 'Edbag', '2023-10-04 17:04:05', '2023-10-04 17:04:05');
INSERT INTO `dictionary` VALUES (151153, 'اطبال', 'Edbal', '2023-10-04 17:04:05', '2023-10-04 17:04:05');
INSERT INTO `dictionary` VALUES (151154, 'اطراب', 'Edrab', '2023-10-04 17:04:06', '2023-10-04 17:04:06');
INSERT INTO `dictionary` VALUES (151155, 'اطراس', 'Etrâs', '2023-10-04 17:04:06', '2023-10-04 17:04:06');
INSERT INTO `dictionary` VALUES (151156, 'اطراف', 'Etrâf', '2023-10-04 17:04:06', '2023-10-04 17:04:06');
INSERT INTO `dictionary` VALUES (151157, 'اطرقه', 'Etriga', '2023-10-04 17:04:07', '2023-10-04 17:04:07');
INSERT INTO `dictionary` VALUES (151158, 'اطعمه', 'Etıme', '2023-10-04 17:04:07', '2023-10-04 17:04:07');
INSERT INTO `dictionary` VALUES (151159, 'اطفال', 'Etfâl', '2023-10-04 17:04:07', '2023-10-04 17:04:07');
INSERT INTO `dictionary` VALUES (151160, 'اطلال', 'ittılal', '2023-10-04 17:04:07', '2023-10-04 17:04:07');
INSERT INTO `dictionary` VALUES (151161, 'اطلس', 'Etles', '2023-10-04 17:04:08', '2023-10-04 17:04:08');
INSERT INTO `dictionary` VALUES (151162, 'اطناب', 'itnab', '2023-10-04 17:04:08', '2023-10-04 17:04:08');
INSERT INTO `dictionary` VALUES (151163, 'اطمه', 'Etme', '2023-10-04 17:04:08', '2023-10-04 17:04:08');
INSERT INTO `dictionary` VALUES (151164, 'اطوار', 'Etvâr', '2023-10-04 17:04:09', '2023-10-04 17:04:09');
INSERT INTO `dictionary` VALUES (151165, 'اطواق', 'etvag', '2023-10-04 17:04:09', '2023-10-04 17:04:09');
INSERT INTO `dictionary` VALUES (151166, 'اطول', 'Etval', '2023-10-04 17:04:09', '2023-10-04 17:04:09');
INSERT INTO `dictionary` VALUES (151167, 'اطوم', 'Etum', '2023-10-04 17:04:10', '2023-10-04 17:04:10');
INSERT INTO `dictionary` VALUES (151168, 'اطهار', 'Ethâr', '2023-10-04 17:04:10', '2023-10-04 17:04:10');
INSERT INTO `dictionary` VALUES (151169, 'اطهر', 'Ether', '2023-10-04 17:04:10', '2023-10-04 17:04:10');
INSERT INTO `dictionary` VALUES (151170, 'اطیان', 'Etyan', '2023-10-04 17:04:10', '2023-10-04 17:04:10');
INSERT INTO `dictionary` VALUES (151171, 'اطیب', 'Etyeb', '2023-10-04 17:04:11', '2023-10-04 17:04:11');
INSERT INTO `dictionary` VALUES (151172, 'اطیر', 'Etyer', '2023-10-04 17:04:11', '2023-10-04 17:04:11');
INSERT INTO `dictionary` VALUES (151173, 'اطمیه', 'Etmihe', '2023-10-04 17:04:11', '2023-10-04 17:04:11');
INSERT INTO `dictionary` VALUES (151174, 'اظافیر', 'azafir', '2023-10-04 17:04:11', '2023-10-04 17:04:11');
INSERT INTO `dictionary` VALUES (151175, 'اظرف', 'Ezraf', '2023-10-04 17:04:12', '2023-10-04 17:04:12');
INSERT INTO `dictionary` VALUES (151176, 'اظفار', 'Ezfâr', '2023-10-04 17:04:12', '2023-10-04 17:04:12');
INSERT INTO `dictionary` VALUES (151177, 'اظفر', 'Ezfer', '2023-10-04 17:04:12', '2023-10-04 17:04:12');
INSERT INTO `dictionary` VALUES (151178, 'اظلاف', 'Ezlâf', '2023-10-04 17:04:13', '2023-10-04 17:04:13');
INSERT INTO `dictionary` VALUES (151179, 'اظلال', 'Ezlâl', '2023-10-04 17:04:14', '2023-10-04 17:04:14');
INSERT INTO `dictionary` VALUES (151180, 'اظلم', 'Ezlem', '2023-10-04 17:04:14', '2023-10-04 17:04:14');
INSERT INTO `dictionary` VALUES (151181, 'اظهار', 'Izhar', '2023-10-04 17:04:15', '2023-10-04 17:04:15');
INSERT INTO `dictionary` VALUES (151182, 'اعاجم', 'Eacim', '2023-10-04 17:04:16', '2023-10-04 17:04:16');
INSERT INTO `dictionary` VALUES (151183, 'اعاجیب', 'Eacib', '2023-10-04 17:04:16', '2023-10-04 17:04:16');
INSERT INTO `dictionary` VALUES (151184, 'اعادیٖ', 'e\'adi', '2023-10-04 17:04:16', '2023-10-04 17:04:16');
INSERT INTO `dictionary` VALUES (151185, 'اعاریب', 'Eârîb', '2023-10-04 17:04:17', '2023-10-04 17:04:17');
INSERT INTO `dictionary` VALUES (151186, 'اعاریض', 'Eariz', '2023-10-04 17:04:17', '2023-10-04 17:04:17');
INSERT INTO `dictionary` VALUES (151187, 'اعاصیر', 'Easır', '2023-10-04 17:04:17', '2023-10-04 17:04:17');
INSERT INTO `dictionary` VALUES (151188, 'اعاظم', 'Eazım', '2023-10-04 17:04:17', '2023-10-04 17:04:17');
INSERT INTO `dictionary` VALUES (151189, 'اعالیٖ', 'e\'ali', '2023-10-04 17:04:18', '2023-10-04 17:04:18');
INSERT INTO `dictionary` VALUES (151190, 'اعبل', 'Eabel', '2023-10-04 17:04:18', '2023-10-04 17:04:18');
INSERT INTO `dictionary` VALUES (151191, 'اعجام', 'Eacam', '2023-10-04 17:04:18', '2023-10-04 17:04:18');
INSERT INTO `dictionary` VALUES (151192, 'اعجز', 'Eacez', '2023-10-04 17:04:18', '2023-10-04 17:04:18');
INSERT INTO `dictionary` VALUES (151193, 'اعجل', 'Eacel', '2023-10-04 17:04:19', '2023-10-04 17:04:19');
INSERT INTO `dictionary` VALUES (151194, 'اعجمیٖ', 'Eacemi', '2023-10-04 17:04:19', '2023-10-04 17:04:19');
INSERT INTO `dictionary` VALUES (151195, 'اعداء', 'Eada\'', '2023-10-04 17:04:19', '2023-10-04 17:04:19');
INSERT INTO `dictionary` VALUES (151196, 'اعدی', 'Eada', '2023-10-04 17:04:19', '2023-10-04 17:04:19');
INSERT INTO `dictionary` VALUES (151197, 'اعداد', 'Eadad', '2023-10-04 17:04:20', '2023-10-04 17:04:20');
INSERT INTO `dictionary` VALUES (151198, 'اعدل', 'Eadel', '2023-10-04 17:04:20', '2023-10-04 17:04:20');
INSERT INTO `dictionary` VALUES (151199, 'اعدار', 'Eazar', '2023-10-04 17:04:20', '2023-10-04 17:04:20');
INSERT INTO `dictionary` VALUES (151200, 'اعذب', 'Eszeb', '2023-10-04 17:04:21', '2023-10-04 17:04:21');
INSERT INTO `dictionary` VALUES (151201, 'اعراب', 'Earab', '2023-10-04 17:04:21', '2023-10-04 17:04:21');
INSERT INTO `dictionary` VALUES (151202, 'اعرابیٖ', 'Earabi', '2023-10-04 17:04:21', '2023-10-04 17:04:21');
INSERT INTO `dictionary` VALUES (151203, 'اعراض', 'Earaz', '2023-10-04 17:04:21', '2023-10-04 17:04:21');
INSERT INTO `dictionary` VALUES (151204, 'اعراف', 'Earaf', '2023-10-04 17:04:22', '2023-10-04 17:04:22');
INSERT INTO `dictionary` VALUES (151205, 'اعرج', 'Earec', '2023-10-04 17:04:22', '2023-10-04 17:04:22');
INSERT INTO `dictionary` VALUES (151206, 'اعرف', 'Earef', '2023-10-04 17:04:22', '2023-10-04 17:04:22');
INSERT INTO `dictionary` VALUES (151207, 'اعرم', 'Earam', '2023-10-04 17:04:23', '2023-10-04 17:04:23');
INSERT INTO `dictionary` VALUES (151208, 'اعز', 'eaz', '2023-10-04 17:04:23', '2023-10-04 17:04:23');
INSERT INTO `dictionary` VALUES (151209, 'اعزل', 'Eazel', '2023-10-04 17:04:23', '2023-10-04 17:04:23');
INSERT INTO `dictionary` VALUES (151210, 'اعزه', 'Eızze', '2023-10-04 17:04:24', '2023-10-04 17:04:24');
INSERT INTO `dictionary` VALUES (151211, 'اعسر', 'Easer', '2023-10-04 17:04:24', '2023-10-04 17:04:24');
INSERT INTO `dictionary` VALUES (151212, 'اعشاب', 'Eaşab', '2023-10-04 17:04:24', '2023-10-04 17:04:24');
INSERT INTO `dictionary` VALUES (151213, 'اعشار', 'Eaşar', '2023-10-04 17:04:24', '2023-10-04 17:04:24');
INSERT INTO `dictionary` VALUES (151214, 'اعشاری', 'Eaşari', '2023-10-04 17:04:25', '2023-10-04 17:04:25');
INSERT INTO `dictionary` VALUES (151215, 'اعصاب', 'easab', '2023-10-04 17:04:25', '2023-10-04 17:04:25');
INSERT INTO `dictionary` VALUES (151216, 'اعصار', 'Easar', '2023-10-04 17:04:25', '2023-10-04 17:04:25');
INSERT INTO `dictionary` VALUES (151217, 'اعصام', 'Easam', '2023-10-04 17:04:26', '2023-10-04 17:04:26');
INSERT INTO `dictionary` VALUES (151218, 'اعصل', 'Easal', '2023-10-04 17:04:26', '2023-10-04 17:04:26');
INSERT INTO `dictionary` VALUES (151219, 'اعصم', 'Easam', '2023-10-04 17:04:26', '2023-10-04 17:04:26');
INSERT INTO `dictionary` VALUES (151220, 'اعضاء', 'Eaza\'', '2023-10-04 17:04:26', '2023-10-04 17:04:26');
INSERT INTO `dictionary` VALUES (151221, 'اعضاد', 'Eazad', '2023-10-04 17:04:27', '2023-10-04 17:04:27');
INSERT INTO `dictionary` VALUES (151222, 'اعضد', 'Eazad', '2023-10-04 17:04:27', '2023-10-04 17:04:27');
INSERT INTO `dictionary` VALUES (151223, 'اعطاف', 'Eadaaf', '2023-10-04 17:04:27', '2023-10-04 17:04:27');
INSERT INTO `dictionary` VALUES (151224, 'اعطف', 'Eadaf', '2023-10-04 17:04:28', '2023-10-04 17:04:28');
INSERT INTO `dictionary` VALUES (151225, 'اعظمیت', 'Eazaiyyet', '2023-10-04 17:04:28', '2023-10-04 17:04:28');
INSERT INTO `dictionary` VALUES (151226, 'اعفت', 'Eafet', '2023-10-04 17:04:28', '2023-10-04 17:04:28');
INSERT INTO `dictionary` VALUES (151227, 'اعفر', 'Eafer', '2023-10-04 17:04:28', '2023-10-04 17:04:28');
INSERT INTO `dictionary` VALUES (151228, 'اعقاب', 'Eagab', '2023-10-04 17:04:29', '2023-10-04 17:04:29');
INSERT INTO `dictionary` VALUES (151229, 'اعقل', 'Eagal', '2023-10-04 17:04:29', '2023-10-04 17:04:29');
INSERT INTO `dictionary` VALUES (151230, 'اعكف', 'Eakef', '2023-10-04 17:04:29', '2023-10-04 17:04:29');
INSERT INTO `dictionary` VALUES (151231, 'اعلی', 'Eala', '2023-10-04 17:04:29', '2023-10-04 17:04:29');
INSERT INTO `dictionary` VALUES (151232, 'اعلاف', 'Ealaf', '2023-10-04 17:04:30', '2023-10-04 17:04:30');
INSERT INTO `dictionary` VALUES (151233, 'اعلام', 'Eala', '2023-10-04 17:04:30', '2023-10-04 17:04:30');
INSERT INTO `dictionary` VALUES (151234, 'اعم', 'Eamm', '2023-10-04 17:04:30', '2023-10-04 17:04:30');
INSERT INTO `dictionary` VALUES (151235, 'اعمار', 'Eamar', '2023-10-04 17:04:30', '2023-10-04 17:04:30');
INSERT INTO `dictionary` VALUES (151236, 'اعماق', 'Eamag', '2023-10-04 17:04:31', '2023-10-04 17:04:31');
INSERT INTO `dictionary` VALUES (151237, 'اعمال', 'Eamal', '2023-10-04 17:04:31', '2023-10-04 17:04:31');
INSERT INTO `dictionary` VALUES (151238, 'اعمام', 'Eamam', '2023-10-04 17:04:31', '2023-10-04 17:04:31');
INSERT INTO `dictionary` VALUES (151239, 'اعمده', 'Eamide', '2023-10-04 17:04:31', '2023-10-04 17:04:31');
INSERT INTO `dictionary` VALUES (151240, 'اعمر', 'Eamer', '2023-10-04 17:04:32', '2023-10-04 17:04:32');
INSERT INTO `dictionary` VALUES (151241, 'اعمی، اعما', 'Esmi,eama', '2023-10-04 17:04:32', '2023-10-04 17:04:32');
INSERT INTO `dictionary` VALUES (151242, 'اعناء', 'Eanaf', '2023-10-04 17:04:32', '2023-10-04 17:04:32');
INSERT INTO `dictionary` VALUES (151243, 'اعناب', 'Eanab', '2023-10-04 17:04:33', '2023-10-04 17:04:33');
INSERT INTO `dictionary` VALUES (151244, 'اعناق', 'eanag', '2023-10-04 17:04:33', '2023-10-04 17:04:33');
INSERT INTO `dictionary` VALUES (151245, 'اعنان', 'Eanan', '2023-10-04 17:04:34', '2023-10-04 17:04:34');
INSERT INTO `dictionary` VALUES (151246, 'اعنب', 'Eşneb,Eaneg', '2023-10-04 17:04:34', '2023-10-04 17:04:34');
INSERT INTO `dictionary` VALUES (151247, 'اعنه', 'eınne', '2023-10-04 17:04:35', '2023-10-04 17:04:35');
INSERT INTO `dictionary` VALUES (151248, 'اعواض', 'Earaz', '2023-10-04 17:04:35', '2023-10-04 17:04:35');
INSERT INTO `dictionary` VALUES (151249, 'اعوام', 'Eavam', '2023-10-04 17:04:35', '2023-10-04 17:04:35');
INSERT INTO `dictionary` VALUES (151250, 'اعوان', 'Eavan', '2023-10-04 17:04:36', '2023-10-04 17:04:36');
INSERT INTO `dictionary` VALUES (151251, 'اغارب', 'Eğarib', '2023-10-04 17:04:36', '2023-10-04 17:04:36');
INSERT INTO `dictionary` VALUES (151252, 'اعور', 'Eaver', '2023-10-04 17:04:36', '2023-10-04 17:04:36');
INSERT INTO `dictionary` VALUES (151253, 'اعوض', 'Eavez', '2023-10-04 17:04:37', '2023-10-04 17:04:37');
INSERT INTO `dictionary` VALUES (151254, 'اعیاد', 'Eayad', '2023-10-04 17:04:37', '2023-10-04 17:04:37');
INSERT INTO `dictionary` VALUES (151255, 'اعیار', 'Eayar', '2023-10-04 17:04:37', '2023-10-04 17:04:37');
INSERT INTO `dictionary` VALUES (151256, 'اعیان', 'Eayan', '2023-10-04 17:04:37', '2023-10-04 17:04:37');
INSERT INTO `dictionary` VALUES (151257, 'اغالیط', 'Eğalid', '2023-10-04 17:04:38', '2023-10-04 17:04:38');
INSERT INTO `dictionary` VALUES (151258, 'اغانیٖ', 'Eğânî', '2023-10-04 17:04:38', '2023-10-04 17:04:38');
INSERT INTO `dictionary` VALUES (151259, 'اغبر', 'Eğber', '2023-10-04 17:04:39', '2023-10-04 17:04:39');
INSERT INTO `dictionary` VALUES (151260, 'اغبیاء', 'Eğbiya\'', '2023-10-04 17:04:39', '2023-10-04 17:04:39');
INSERT INTO `dictionary` VALUES (151261, 'اغثر', 'Eğser', '2023-10-04 17:04:39', '2023-10-04 17:04:39');
INSERT INTO `dictionary` VALUES (151262, 'اغثم', 'Eğsem', '2023-10-04 17:04:39', '2023-10-04 17:04:39');
INSERT INTO `dictionary` VALUES (151263, 'اغدیه', 'Eğdiye', '2023-10-04 17:04:39', '2023-10-04 17:04:39');
INSERT INTO `dictionary` VALUES (151264, 'اغذیه', 'Eğziye', '2023-10-04 17:04:40', '2023-10-04 17:04:40');
INSERT INTO `dictionary` VALUES (151265, 'اغراس', 'Eğras', '2023-10-04 17:04:40', '2023-10-04 17:04:40');
INSERT INTO `dictionary` VALUES (151266, 'اغربه', 'Eğribe', '2023-10-04 17:04:40', '2023-10-04 17:04:40');
INSERT INTO `dictionary` VALUES (151267, 'اغزاء', 'Eğza\'', '2023-10-04 17:04:41', '2023-10-04 17:04:41');
INSERT INTO `dictionary` VALUES (151268, 'اغراض', 'Eğraz', '2023-10-04 17:04:41', '2023-10-04 17:04:41');
INSERT INTO `dictionary` VALUES (151269, 'اغرب', 'Eğrab', '2023-10-04 17:04:41', '2023-10-04 17:04:41');
INSERT INTO `dictionary` VALUES (151270, 'اغزل', 'Eğzel', '2023-10-04 17:04:41', '2023-10-04 17:04:41');
INSERT INTO `dictionary` VALUES (151271, 'اغشی', 'eğşa', '2023-10-04 17:04:42', '2023-10-04 17:04:42');
INSERT INTO `dictionary` VALUES (151272, 'اغشیه', 'Eğşiye', '2023-10-04 17:04:42', '2023-10-04 17:04:42');
INSERT INTO `dictionary` VALUES (151273, 'اغصان', 'Eğsan', '2023-10-04 17:04:42', '2023-10-04 17:04:42');
INSERT INTO `dictionary` VALUES (151274, 'اغضب', 'Eğzab', '2023-10-04 17:04:42', '2023-10-04 17:04:42');
INSERT INTO `dictionary` VALUES (151275, 'اغضف', 'Eğzaf', '2023-10-04 17:04:43', '2023-10-04 17:04:43');
INSERT INTO `dictionary` VALUES (151276, 'اغطیه', 'Eğdiye', '2023-10-04 17:04:43', '2023-10-04 17:04:43');
INSERT INTO `dictionary` VALUES (151277, 'اغلال', 'Eğlal', '2023-10-04 17:04:43', '2023-10-04 17:04:43');
INSERT INTO `dictionary` VALUES (151278, 'اغلاق', 'Eğlag', '2023-10-04 17:04:44', '2023-10-04 17:04:44');
INSERT INTO `dictionary` VALUES (151279, 'اغلظ', 'Eğlez', '2023-10-04 17:04:44', '2023-10-04 17:04:44');
INSERT INTO `dictionary` VALUES (151280, 'اغلف', 'Eğlef', '2023-10-04 17:04:44', '2023-10-04 17:04:44');
INSERT INTO `dictionary` VALUES (151281, 'اغماد', 'Eğmad', '2023-10-04 17:04:44', '2023-10-04 17:04:44');
INSERT INTO `dictionary` VALUES (151282, 'اغمار', 'Eğmar', '2023-10-04 17:04:45', '2023-10-04 17:04:45');
INSERT INTO `dictionary` VALUES (151283, 'اغماض', 'Eğmaz', '2023-10-04 17:04:45', '2023-10-04 17:04:45');
INSERT INTO `dictionary` VALUES (151284, 'اغنام', 'Eğnam', '2023-10-04 17:04:45', '2023-10-04 17:04:45');
INSERT INTO `dictionary` VALUES (151285, 'اغن', 'Eğann', '2023-10-04 17:04:45', '2023-10-04 17:04:45');
INSERT INTO `dictionary` VALUES (151286, 'اغنی', 'eğna', '2023-10-04 17:04:46', '2023-10-04 17:04:46');
INSERT INTO `dictionary` VALUES (151287, 'اغنیاء', 'eğniya\'', '2023-10-04 17:04:46', '2023-10-04 17:04:46');
INSERT INTO `dictionary` VALUES (151288, 'اغوال', 'Eğval', '2023-10-04 17:04:46', '2023-10-04 17:04:46');
INSERT INTO `dictionary` VALUES (151289, 'اغوار', 'Eğvar', '2023-10-04 17:04:46', '2023-10-04 17:04:46');
INSERT INTO `dictionary` VALUES (151290, 'اغیار', 'Eğyar', '2023-10-04 17:04:47', '2023-10-04 17:04:47');
INSERT INTO `dictionary` VALUES (151291, 'اغیاض', 'Eğyaz', '2023-10-04 17:04:47', '2023-10-04 17:04:47');
INSERT INTO `dictionary` VALUES (151292, 'اغیر', 'Eğyer', '2023-10-04 17:04:47', '2023-10-04 17:04:47');
INSERT INTO `dictionary` VALUES (151293, 'افاتیح', 'Efatih', '2023-10-04 17:04:47', '2023-10-04 17:04:47');
INSERT INTO `dictionary` VALUES (151294, 'افاحیص', 'Efahis', '2023-10-04 17:04:48', '2023-10-04 17:04:48');
INSERT INTO `dictionary` VALUES (151295, 'افاخم', 'Efham', '2023-10-04 17:04:48', '2023-10-04 17:04:48');
INSERT INTO `dictionary` VALUES (151296, 'افاضل', 'Efazil', '2023-10-04 17:04:48', '2023-10-04 17:04:48');
INSERT INTO `dictionary` VALUES (151297, 'افاعیٖ', 'Efaı', '2023-10-04 17:04:49', '2023-10-04 17:04:49');
INSERT INTO `dictionary` VALUES (151298, 'افاف', 'effaf', '2023-10-04 17:04:49', '2023-10-04 17:04:49');
INSERT INTO `dictionary` VALUES (151299, 'افاق', 'Effag', '2023-10-04 17:04:49', '2023-10-04 17:04:49');
INSERT INTO `dictionary` VALUES (151300, 'افاكل', 'Efakil', '2023-10-04 17:04:50', '2023-10-04 17:04:50');
INSERT INTO `dictionary` VALUES (151301, 'افانین', 'Efânîn', '2023-10-04 17:04:50', '2023-10-04 17:04:50');
INSERT INTO `dictionary` VALUES (151302, 'افایك', 'Efayik', '2023-10-04 17:04:50', '2023-10-04 17:04:50');
INSERT INTO `dictionary` VALUES (151303, 'افاویج', 'Efavic', '2023-10-04 17:04:50', '2023-10-04 17:04:50');
INSERT INTO `dictionary` VALUES (151304, 'افاویق', 'efarig', '2023-10-04 17:04:51', '2023-10-04 17:04:51');
INSERT INTO `dictionary` VALUES (151305, 'افئده', 'Efideh', '2023-10-04 17:04:51', '2023-10-04 17:04:51');
INSERT INTO `dictionary` VALUES (151306, 'افتار', 'Eftar', '2023-10-04 17:04:51', '2023-10-04 17:04:51');
INSERT INTO `dictionary` VALUES (151307, 'افحاث', 'Efhas', '2023-10-04 17:04:51', '2023-10-04 17:04:51');
INSERT INTO `dictionary` VALUES (151308, 'افحاء', 'Efha\'', '2023-10-04 17:04:52', '2023-10-04 17:04:52');
INSERT INTO `dictionary` VALUES (151309, 'افراز', 'Efrâz', '2023-10-04 17:04:52', '2023-10-04 17:04:52');
INSERT INTO `dictionary` VALUES (151310, 'افاحاذ', 'Efhaz', '2023-10-04 17:04:52', '2023-10-04 17:04:52');
INSERT INTO `dictionary` VALUES (151311, 'افر', 'Eferr', '2023-10-04 17:04:52', '2023-10-04 17:04:52');
INSERT INTO `dictionary` VALUES (151312, 'افراخته', 'Eftahte', '2023-10-04 17:04:53', '2023-10-04 17:04:53');
INSERT INTO `dictionary` VALUES (151313, 'افران', 'Efran', '2023-10-04 17:04:53', '2023-10-04 17:04:53');
INSERT INTO `dictionary` VALUES (151314, 'افراد', 'Efrâd', '2023-10-04 17:04:55', '2023-10-04 17:04:55');
INSERT INTO `dictionary` VALUES (151315, 'افراس', 'Efrâs', '2023-10-04 17:04:55', '2023-10-04 17:04:55');
INSERT INTO `dictionary` VALUES (151316, 'افراشته', 'Efraşte', '2023-10-04 17:04:56', '2023-10-04 17:04:56');
INSERT INTO `dictionary` VALUES (151317, 'افرز', 'efraz', '2023-10-04 17:04:56', '2023-10-04 17:04:56');
INSERT INTO `dictionary` VALUES (151318, 'افرغ', 'Efraa', '2023-10-04 17:04:56', '2023-10-04 17:04:56');
INSERT INTO `dictionary` VALUES (151319, 'افرق', 'Efrag', '2023-10-04 17:04:57', '2023-10-04 17:04:57');
INSERT INTO `dictionary` VALUES (151320, 'افرنجی', 'Efranci', '2023-10-04 17:04:57', '2023-10-04 17:04:57');
INSERT INTO `dictionary` VALUES (151321, 'افروخته', 'Efrûhte', '2023-10-04 17:04:57', '2023-10-04 17:04:57');
INSERT INTO `dictionary` VALUES (151322, 'افروز', 'Efrûz', '2023-10-04 17:04:57', '2023-10-04 17:04:57');
INSERT INTO `dictionary` VALUES (151323, 'افروشه', 'Efrûşe', '2023-10-04 17:04:58', '2023-10-04 17:04:58');
INSERT INTO `dictionary` VALUES (151324, 'افزا', 'Efzâ', '2023-10-04 17:04:58', '2023-10-04 17:04:58');
INSERT INTO `dictionary` VALUES (151325, 'افزاع', 'Efzaa', '2023-10-04 17:04:58', '2023-10-04 17:04:58');
INSERT INTO `dictionary` VALUES (151326, 'افزایش', 'Efzâyiş', '2023-10-04 17:04:58', '2023-10-04 17:04:58');
INSERT INTO `dictionary` VALUES (151327, 'افزود', 'Efzûd', '2023-10-04 17:04:59', '2023-10-04 17:04:59');
